A1	A2	A3
917827200	3921521520976143333	25.0
917827200	-2957658584185967655	1.0
920246400	-6608418032804380965	0.0
920246400	3055235448505306399	52.0
920246400	3729226436453271103	2.0
920246400	6960584904140561905	7.0
920246400	1143350366519272165	83.0
920246400	-8223253218484014081	30.0
920246400	5404213741217308375	0.0
920246400	8613428591356018513	8.0
920246400	7698141674612140154	1.0
920246400	-808100555186871340	17.0
920246400	-6127044689550972165	13.0
920246400	-6709289338693906995	7.0
920246400	7272554081273662707	27.0
920246400	-2188328400355302891	4.0
920246400	-838585202330858845	8.0
920246400	3731922749164573332	98.0
920246400	-435118947543121488	7.0
920246400	6559512777727665192	78.0
920246400	3921521520976143333	18.0
920246400	-2957658584185967655	1.0
922924800	-6608418032804380965	0.0
922924800	3055235448505306399	4.0
922924800	3729226436453271103	0.0
922924800	6960584904140561905	2.0
922924800	1143350366519272165	55.0
922924800	-8223253218484014081	6.0
922924800	5404213741217308375	0.0
922924800	8613428591356018513	2.0
922924800	7698141674612140154	25.0
922924800	-808100555186871340	4.0
922924800	-6127044689550972165	27.0
922924800	-6709289338693906995	6.0
922924800	7272554081273662707	2.0
922924800	-2188328400355302891	10.0
922924800	-838585202330858845	3.0
922924800	3731922749164573332	16.0
922924800	-435118947543121488	0.0
922924800	6559512777727665192	291.0
922924800	3921521520976143333	6.0
922924800	-2957658584185967655	9.0
925516800	-6608418032804380965	0.0
925516800	3055235448505306399	1.0
925516800	3729226436453271103	0.0
925516800	6960584904140561905	0.0
925516800	1143350366519272165	76.0
925516800	-8223253218484014081	5.0
925516800	5404213741217308375	0.0
925516800	8613428591356018513	16.0
925516800	7698141674612140154	99.0
925516800	-808100555186871340	3.0
925516800	-6127044689550972165	51.0
925516800	-6709289338693906995	4.0
925516800	7272554081273662707	6.0
925516800	-2188328400355302891	8.0
925516800	-838585202330858845	3.0
925516800	3731922749164573332	0.0
925516800	-435118947543121488	1.0
925516800	6559512777727665192	500.0
925516800	3921521520976143333	0.0
925516800	-2957658584185967655	24.0
928195200	-6608418032804380965	0.0
928195200	3055235448505306399	0.0
928195200	3729226436453271103	2.0
928195200	6960584904140561905	7.0
928195200	1143350366519272165	64.0
928195200	-8223253218484014081	16.0
928195200	5404213741217308375	3.0
928195200	8613428591356018513	6.0
928195200	7698141674612140154	250.0
928195200	-808100555186871340	32.0
928195200	-6127044689550972165	132.0
928195200	-6709289338693906995	37.0
928195200	7272554081273662707	7.0
928195200	-2188328400355302891	47.0
928195200	-838585202330858845	10.0
928195200	3731922749164573332	3.0
928195200	-435118947543121488	0.0
928195200	6559512777727665192	522.0
928195200	3921521520976143333	0.0
928195200	-2957658584185967655	113.0
930787200	-6608418032804380965	1.0
930787200	3055235448505306399	0.0
930787200	3729226436453271103	0.0
930787200	6960584904140561905	11.0
930787200	1143350366519272165	107.0
930787200	-8223253218484014081	83.0
930787200	5404213741217308375	4.0
930787200	8613428591356018513	9.0
930787200	7698141674612140154	311.0
930787200	-808100555186871340	258.0
930787200	-6127044689550972165	318.0
930787200	-6709289338693906995	982.0
930787200	7272554081273662707	2.0
930787200	-2188328400355302891	123.0
930787200	-838585202330858845	135.0
930787200	3731922749164573332	4.0
930787200	-435118947543121488	2.0
930787200	6559512777727665192	684.0
930787200	3921521520976143333	0.0
930787200	-2957658584185967655	373.0
933465600	-6608418032804380965	63.0
933465600	3055235448505306399	3.0
933465600	3729226436453271103	0.0
933465600	6960584904140561905	259.0
933465600	1143350366519272165	453.0
933465600	-8223253218484014081	131.0
933465600	5404213741217308375	16.0
933465600	8613428591356018513	60.0
933465600	7698141674612140154	1.198
933465600	-808100555186871340	895.0
933465600	-6127044689550972165	1.19
933465600	-6709289338693906995	6.178
933465600	7272554081273662707	3.0
933465600	-2188328400355302891	499.0
933465600	-838585202330858845	1.976
933465600	3731922749164573332	1.0
933465600	-435118947543121488	51.0
933465600	6559512777727665192	1.211
933465600	3921521520976143333	0.0
933465600	-2957658584185967655	1.284
936144000	-6608418032804380965	209.0
936144000	3055235448505306399	3.0
936144000	3729226436453271103	4.0
936144000	6960584904140561905	216.0
936144000	1143350366519272165	1.275
936144000	-8223253218484014081	124.0
936144000	5404213741217308375	12.0
936144000	8613428591356018513	64.0
936144000	7698141674612140154	1.898
936144000	-808100555186871340	1.739
936144000	-6127044689550972165	2.6860000000000004
936144000	-6709289338693906995	4.419
936144000	7272554081273662707	64.0
936144000	-2188328400355302891	872.0
936144000	-838585202330858845	3.062
936144000	3731922749164573332	3.0
936144000	-435118947543121488	101.0
936144000	6559512777727665192	911.0
936144000	3921521520976143333	0.0
936144000	-2957658584185967655	3.415
938736000	-6608418032804380965	60.0
938736000	3055235448505306399	4.0
938736000	3729226436453271103	25.0
938736000	6960584904140561905	479.0
938736000	1143350366519272165	1.307
938736000	-8223253218484014081	309.0
938736000	5404213741217308375	8.0
938736000	8613428591356018513	23.0
938736000	7698141674612140154	743.0
938736000	-808100555186871340	3.208
938736000	-6127044689550972165	1.3630000000000002
938736000	-6709289338693906995	5.026
938736000	7272554081273662707	180.0
938736000	-2188328400355302891	1.4380000000000002
938736000	-838585202330858845	1.884
938736000	3731922749164573332	10.0
938736000	-435118947543121488	16.0
938736000	6559512777727665192	763.0
938736000	3921521520976143333	0.0
938736000	-2957658584185967655	1.378
941414400	-6608418032804380965	0.0
941414400	3055235448505306399	15.0
941414400	3729226436453271103	26.0
941414400	6960584904140561905	32.0
941414400	1143350366519272165	49.0
941414400	-8223253218484014081	524.0
941414400	5404213741217308375	1.0
941414400	8613428591356018513	9.0
941414400	7698141674612140154	110.0
941414400	-808100555186871340	1.494
941414400	-6127044689550972165	271.0
941414400	-6709289338693906995	2.682
941414400	7272554081273662707	41.0
941414400	-2188328400355302891	334.0
941414400	-838585202330858845	41.0
941414400	3731922749164573332	15.0
941414400	-435118947543121488	84.0
941414400	6559512777727665192	398.0
941414400	3921521520976143333	3.0
941414400	-2957658584185967655	29.0
944006400	-6608418032804380965	0.0
944006400	3055235448505306399	12.0
944006400	3729226436453271103	41.0
944006400	6960584904140561905	2.0
944006400	1143350366519272165	37.0
944006400	-8223253218484014081	397.0
944006400	5404213741217308375	0.0
944006400	8613428591356018513	0.0
944006400	7698141674612140154	20.0
944006400	-808100555186871340	1.001
944006400	-6127044689550972165	32.0
944006400	-6709289338693906995	766.0
944006400	7272554081273662707	16.0
944006400	-2188328400355302891	74.0
944006400	-838585202330858845	0.0
944006400	3731922749164573332	35.0
944006400	-435118947543121488	89.0
944006400	6559512777727665192	47.0
944006400	3921521520976143333	5.0
944006400	-2957658584185967655	16.0
946684800	-6608418032804380965	0.0
946684800	3055235448505306399	11.0
946684800	3729226436453271103	2.0
946684800	6960584904140561905	7.0
946684800	1143350366519272165	31.0
946684800	-8223253218484014081	1.0
946684800	5404213741217308375	0.0
946684800	8613428591356018513	5.0
946684800	7698141674612140154	10.0
946684800	-808100555186871340	19.0
946684800	-6127044689550972165	24.0
946684800	-6709289338693906995	30.0
946684800	7272554081273662707	3.0
946684800	-2188328400355302891	5.0
946684800	-838585202330858845	0.0
946684800	3731922749164573332	18.0
946684800	-435118947543121488	14.0
946684800	6559512777727665192	36.0
946684800	3921521520976143333	1.0
946684800	-2957658584185967655	15.0
949363200	-6608418032804380965	0.0
949363200	3055235448505306399	16.0
949363200	3729226436453271103	0.0
949363200	6960584904140561905	62.0
949363200	1143350366519272165	32.0
949363200	-8223253218484014081	6.0
949363200	5404213741217308375	0.0
949363200	8613428591356018513	5.0
949363200	7698141674612140154	11.0
949363200	-808100555186871340	11.0
949363200	-6127044689550972165	20.0
949363200	-6709289338693906995	29.0
949363200	7272554081273662707	4.0
949363200	-2188328400355302891	12.0
949363200	-838585202330858845	6.0
949363200	3731922749164573332	57.0
949363200	-435118947543121488	8.0
949363200	6559512777727665192	25.0
949363200	3921521520976143333	6.0
949363200	-2957658584185967655	6.0
951868800	-6608418032804380965	11.0
951868800	3055235448505306399	32.0
951868800	3729226436453271103	0.0
951868800	6960584904140561905	69.0
951868800	1143350366519272165	65.0
951868800	-8223253218484014081	9.0
951868800	5404213741217308375	0.0
951868800	8613428591356018513	1.0
951868800	7698141674612140154	4.0
951868800	-808100555186871340	6.0
951868800	-6127044689550972165	24.0
951868800	-6709289338693906995	181.0
951868800	7272554081273662707	14.0
951868800	-2188328400355302891	14.0
951868800	-838585202330858845	9.0
951868800	3731922749164573332	125.0
951868800	-435118947543121488	46.0
951868800	6559512777727665192	26.0
951868800	3921521520976143333	6.0
951868800	-2957658584185967655	4.0
954547200	-6608418032804380965	1.0
954547200	3055235448505306399	20.0
954547200	3729226436453271103	0.0
954547200	6960584904140561905	18.0
954547200	1143350366519272165	23.0
954547200	-8223253218484014081	15.0
954547200	5404213741217308375	0.0
954547200	8613428591356018513	3.0
954547200	7698141674612140154	16.0
954547200	-808100555186871340	6.0
954547200	-6127044689550972165	49.0
954547200	-6709289338693906995	40.0
954547200	7272554081273662707	1.0
954547200	-2188328400355302891	15.0
954547200	-838585202330858845	0.0
954547200	3731922749164573332	0.0
954547200	-435118947543121488	7.0
954547200	6559512777727665192	102.0
954547200	3921521520976143333	1.0
954547200	-2957658584185967655	0.0
957139200	-6608418032804380965	1.0
957139200	3055235448505306399	1.0
957139200	3729226436453271103	0.0
957139200	6960584904140561905	51.0
957139200	1143350366519272165	71.0
957139200	-8223253218484014081	7.0
957139200	5404213741217308375	2.0
957139200	8613428591356018513	2.0
957139200	7698141674612140154	58.0
957139200	-808100555186871340	28.0
957139200	-6127044689550972165	67.0
957139200	-6709289338693906995	12.0
957139200	7272554081273662707	7.0
957139200	-2188328400355302891	25.0
957139200	-838585202330858845	13.0
957139200	3731922749164573332	7.0
957139200	-435118947543121488	0.0
957139200	6559512777727665192	300.0
957139200	3921521520976143333	0.0
957139200	-2957658584185967655	69.0
959817600	-6608418032804380965	1.0
959817600	3055235448505306399	0.0
959817600	3729226436453271103	0.0
959817600	6960584904140561905	6.0
959817600	1143350366519272165	178.0
959817600	-8223253218484014081	16.0
959817600	5404213741217308375	1.0
959817600	8613428591356018513	9.0
959817600	7698141674612140154	222.0
959817600	-808100555186871340	94.0
959817600	-6127044689550972165	135.0
959817600	-6709289338693906995	59.0
959817600	7272554081273662707	4.0
959817600	-2188328400355302891	18.0
959817600	-838585202330858845	54.0
959817600	3731922749164573332	0.0
959817600	-435118947543121488	2.0
959817600	6559512777727665192	606.0
959817600	3921521520976143333	0.0
959817600	-2957658584185967655	278.0
962409600	-6608418032804380965	1.0
962409600	3055235448505306399	0.0
962409600	3729226436453271103	0.0
962409600	6960584904140561905	39.0
962409600	1143350366519272165	202.0
962409600	-8223253218484014081	18.0
962409600	5404213741217308375	15.0
962409600	8613428591356018513	16.0
962409600	7698141674612140154	332.0
962409600	-808100555186871340	233.0
962409600	-6127044689550972165	345.0
962409600	-6709289338693906995	426.0
962409600	7272554081273662707	0.0
962409600	-2188328400355302891	75.0
962409600	-838585202330858845	117.0
962409600	3731922749164573332	0.0
962409600	-435118947543121488	21.0
962409600	6559512777727665192	770.0
962409600	3921521520976143333	0.0
962409600	-2957658584185967655	500.0
965088000	-6608418032804380965	136.0
965088000	3055235448505306399	4.0
965088000	3729226436453271103	3.0
965088000	6960584904140561905	180.0
965088000	1143350366519272165	633.0
965088000	-8223253218484014081	79.0
965088000	5404213741217308375	9.0
965088000	8613428591356018513	26.0
965088000	7698141674612140154	925.0
965088000	-808100555186871340	839.0
965088000	-6127044689550972165	769.0
965088000	-6709289338693906995	5.484
965088000	7272554081273662707	31.0
965088000	-2188328400355302891	415.0
965088000	-838585202330858845	2.197
965088000	3731922749164573332	9.0
965088000	-435118947543121488	69.0
965088000	6559512777727665192	915.0
965088000	3921521520976143333	0.0
965088000	-2957658584185967655	1.949
967766400	-6608418032804380965	265.0
967766400	3055235448505306399	22.0
967766400	3729226436453271103	19.0
967766400	6960584904140561905	189.0
967766400	1143350366519272165	2.285
967766400	-8223253218484014081	127.0
967766400	5404213741217308375	3.0
967766400	8613428591356018513	14.0
967766400	7698141674612140154	1.293
967766400	-808100555186871340	1.365
967766400	-6127044689550972165	1.08
967766400	-6709289338693906995	2.569
967766400	7272554081273662707	130.0
967766400	-2188328400355302891	1.099
967766400	-838585202330858845	2.438
967766400	3731922749164573332	12.0
967766400	-435118947543121488	36.0
967766400	6559512777727665192	582.0
967766400	3921521520976143333	0.0
967766400	-2957658584185967655	2.552
970358400	-6608418032804380965	18.0
970358400	3055235448505306399	13.0
970358400	3729226436453271103	42.0
970358400	6960584904140561905	145.0
970358400	1143350366519272165	3.35
970358400	-8223253218484014081	875.0
970358400	5404213741217308375	18.0
970358400	8613428591356018513	88.0
970358400	7698141674612140154	905.0
970358400	-808100555186871340	2.654
970358400	-6127044689550972165	1.954
970358400	-6709289338693906995	4.313
970358400	7272554081273662707	411.0
970358400	-2188328400355302891	2.5580000000000003
970358400	-838585202330858845	644.0
970358400	3731922749164573332	25.0
970358400	-435118947543121488	55.0
970358400	6559512777727665192	647.0
970358400	3921521520976143333	3.0
970358400	-2957658584185967655	1.053
973036800	-6608418032804380965	0.0
973036800	3055235448505306399	2.0
973036800	3729226436453271103	157.0
973036800	6960584904140561905	27.0
973036800	1143350366519272165	114.0
973036800	-8223253218484014081	669.0
973036800	5404213741217308375	0.0
973036800	8613428591356018513	3.0
973036800	7698141674612140154	26.0
973036800	-808100555186871340	2.267
973036800	-6127044689550972165	43.0
973036800	-6709289338693906995	3.366
973036800	7272554081273662707	64.0
973036800	-2188328400355302891	450.0
973036800	-838585202330858845	13.0
973036800	3731922749164573332	32.0
973036800	-435118947543121488	19.0
973036800	6559512777727665192	96.0
973036800	3921521520976143333	0.0
973036800	-2957658584185967655	96.0
975628800	-6608418032804380965	0.0
975628800	3055235448505306399	2.0
975628800	3729226436453271103	30.0
975628800	6960584904140561905	60.0
975628800	1143350366519272165	24.0
975628800	-8223253218484014081	389.0
975628800	5404213741217308375	0.0
975628800	8613428591356018513	3.0
975628800	7698141674612140154	6.0
975628800	-808100555186871340	1.461
975628800	-6127044689550972165	14.0
975628800	-6709289338693906995	1.6980000000000002
975628800	7272554081273662707	22.0
975628800	-2188328400355302891	79.0
975628800	-838585202330858845	7.0
975628800	3731922749164573332	77.0
975628800	-435118947543121488	29.0
975628800	6559512777727665192	23.0
975628800	3921521520976143333	0.0
975628800	-2957658584185967655	20.0
978307200	-6608418032804380965	0.0
978307200	3055235448505306399	5.0
978307200	3729226436453271103	0.0
978307200	6960584904140561905	3.0
978307200	1143350366519272165	24.0
978307200	-8223253218484014081	11.0
978307200	5404213741217308375	0.0
978307200	8613428591356018513	1.0
978307200	7698141674612140154	29.0
978307200	-808100555186871340	29.0
978307200	-6127044689550972165	18.0
978307200	-6709289338693906995	34.0
978307200	7272554081273662707	7.0
978307200	-2188328400355302891	29.0
978307200	-838585202330858845	0.0
978307200	3731922749164573332	101.0
978307200	-435118947543121488	11.0
978307200	6559512777727665192	26.0
978307200	3921521520976143333	2.0
978307200	-2957658584185967655	19.0
980985600	-6608418032804380965	0.0
980985600	3055235448505306399	4.0
980985600	3729226436453271103	0.0
980985600	6960584904140561905	8.0
980985600	1143350366519272165	101.0
980985600	-8223253218484014081	0.0
980985600	5404213741217308375	1.0
980985600	8613428591356018513	5.0
980985600	7698141674612140154	9.0
980985600	-808100555186871340	1.0
980985600	-6127044689550972165	39.0
980985600	-6709289338693906995	16.0
980985600	7272554081273662707	2.0
980985600	-2188328400355302891	0.0
980985600	-838585202330858845	2.0
980985600	3731922749164573332	646.0
980985600	-435118947543121488	0.0
980985600	6559512777727665192	25.0
980985600	3921521520976143333	2.0
980985600	-2957658584185967655	6.0
983404800	-6608418032804380965	0.0
983404800	3055235448505306399	0.0
983404800	3729226436453271103	0.0
983404800	6960584904140561905	6.0
983404800	1143350366519272165	4.0
983404800	-8223253218484014081	0.0
983404800	5404213741217308375	0.0
983404800	8613428591356018513	2.0
983404800	7698141674612140154	10.0
983404800	-808100555186871340	0.0
983404800	-6127044689550972165	13.0
983404800	-6709289338693906995	0.0
983404800	7272554081273662707	0.0
983404800	-2188328400355302891	2.0
983404800	-838585202330858845	0.0
983404800	3731922749164573332	1.108
983404800	-435118947543121488	1.0
983404800	6559512777727665192	35.0
983404800	3921521520976143333	1.0
983404800	-2957658584185967655	0.0
986083200	-6608418032804380965	0.0
986083200	3055235448505306399	0.0
986083200	3729226436453271103	0.0
986083200	6960584904140561905	1.0
986083200	1143350366519272165	26.0
986083200	-8223253218484014081	2.0
986083200	5404213741217308375	0.0
986083200	8613428591356018513	2.0
986083200	7698141674612140154	49.0
986083200	-808100555186871340	2.0
986083200	-6127044689550972165	60.0
986083200	-6709289338693906995	0.0
986083200	7272554081273662707	2.0
986083200	-2188328400355302891	1.0
986083200	-838585202330858845	0.0
986083200	3731922749164573332	380.0
986083200	-435118947543121488	1.0
986083200	6559512777727665192	61.0
986083200	3921521520976143333	0.0
986083200	-2957658584185967655	19.0
988675200	-6608418032804380965	0.0
988675200	3055235448505306399	2.0
988675200	3729226436453271103	0.0
988675200	6960584904140561905	0.0
988675200	1143350366519272165	85.0
988675200	-8223253218484014081	81.0
988675200	5404213741217308375	0.0
988675200	8613428591356018513	8.0
988675200	7698141674612140154	85.0
988675200	-808100555186871340	21.0
988675200	-6127044689550972165	83.0
988675200	-6709289338693906995	7.0
988675200	7272554081273662707	5.0
988675200	-2188328400355302891	36.0
988675200	-838585202330858845	5.0
988675200	3731922749164573332	9.0
988675200	-435118947543121488	2.0
988675200	6559512777727665192	211.0
988675200	3921521520976143333	3.0
988675200	-2957658584185967655	48.0
991353600	-6608418032804380965	1.0
991353600	3055235448505306399	2.0
991353600	3729226436453271103	0.0
991353600	6960584904140561905	5.0
991353600	1143350366519272165	98.0
991353600	-8223253218484014081	38.0
991353600	5404213741217308375	3.0
991353600	8613428591356018513	9.0
991353600	7698141674612140154	212.0
991353600	-808100555186871340	100.0
991353600	-6127044689550972165	166.0
991353600	-6709289338693906995	42.0
991353600	7272554081273662707	2.0
991353600	-2188328400355302891	87.0
991353600	-838585202330858845	31.0
991353600	3731922749164573332	1.0
991353600	-435118947543121488	1.0
991353600	6559512777727665192	346.0
991353600	3921521520976143333	0.0
991353600	-2957658584185967655	305.0
993945600	-6608418032804380965	3.0
993945600	3055235448505306399	0.0
993945600	3729226436453271103	1.0
993945600	6960584904140561905	9.0
993945600	1143350366519272165	248.0
993945600	-8223253218484014081	146.0
993945600	5404213741217308375	22.0
993945600	8613428591356018513	12.0
993945600	7698141674612140154	371.0
993945600	-808100555186871340	549.0
993945600	-6127044689550972165	266.0
993945600	-6709289338693906995	708.0
993945600	7272554081273662707	6.0
993945600	-2188328400355302891	337.0
993945600	-838585202330858845	74.0
